A.PROJ_NO,A.BLK_NO,A.LTH,A.BTH,A.HGT,A.NET_WGT,WKA_CD,DTL_ARNO_CD,IN_OUT_AREA,A.IA_NOW_P_STG,A.IA_NOW_FNDT,LOGI_CHK_DESC,LOGI_CHK_DT,LOGI_UPLOAD_DT,후공정 대기 기간,AF_CODE_DESC,IA_AF_STDT,IA_AF_WKA_NM,IA_AF_WK_CENT_DSC,EXP_PRE_OUTFIT_STDT,A.IA_AF_STDT
 SN2614, S09GP,24.8,14,3.1,0, JC,1, 사내, PE(PRE-ERECTION),20240222,,,, 3일, 도장(Paint),20240226, FPS, 선행도장부선행도장3과,,
 SN2614, S09GS,24.8,14,3.1,0, JC,2, 사내, PE(PRE-ERECTION),20240222,,,, 3일, 도장(Paint),20240226, 3K, 선행도장부선행도장1과,,
 SN2614, S110S,14.3,15,5.2,18, TO2D,2, 사내, 탑재(ERECTION),20240220,,,,,,,,,,
 SN2614, S11GP,14.3,21.8,5.2,0, FC,3, 사내, 탑재(ERECTION),20240220,,,,,,,,,,
 SN2614, S200P,17.6,12.2,6.7,19, PT4,1, 사내, 도장(Paint),20240229,,,, 6일, 탑재(ERECTION),20240229, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S200S,17.6,12.2,6.7,19, 3R31,3, 사내, 도장(Paint),20240226,,,, -2일, 탑재(ERECTION),20240221, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S210P,17.6,11.1,8.4,17, KB,5, 사내, 도장(Paint),20240219,,,, 6일, 탑재(ERECTION),20240229, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S210S,17.6,11.1,8.4,17, 3G,9, 사내, 도장(Paint),20240223, 도장,20240222,20240222, -2일, 탑재(ERECTION),20240221, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S310S,14.3,6.9,3.1,17, BNG9,1, 사외, 중국납품운송(IN),20240130,,,, 0일, 탑재(ERECTION),20240223, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S380P,14.5,14,3.1,20, TO2D,2, 사내, 도장(Paint),20240201, 선행의장,20240115,20240122, -2일, 탑재(ERECTION),20240221, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S380S,14.5,14,3.1,19, 3L,16, 사내, 도장(Paint),20240131, 도장,20240201,20240201, -2일, 탑재(ERECTION),20240221, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S390P,14.5,14,5.2,18, KB,1, 사내, 도장(Paint),20240216, 도장,20240219,20240219, -1일, 탑재(ERECTION),20240222, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S390S,14.5,14,5.2,18, 3R51,6, 사내, 도장(Paint),20240222,,,, -1일, 탑재(ERECTION),20240222, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S400P,16.8,12.6,8.4,16, HSG2,1, 사외, 도장(Paint),20240129, 도장,20240130,20240130, 6일, 탑재(ERECTION),20240229, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S400S,16.8,12.6,8.4,17, OBI3,4, 사외, 도장(Paint),20240131, 도장,20240201,20240201,, 탑재(ERECTION),20240223, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S410P,19.2,15.2,6.8,29, PT1B,7, 사내, 도장(Paint),20240304,,,,, 탑재(ERECTION),20240304, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S410S,19.2,15.2,6.8,29, 3P,12, 사내, 도장(Paint),20240305,,,,, 탑재(ERECTION),20240304, 1D, 전략생산팀(건조그룹)건조1과,,
 SN2614, S60GP,29,6.3,3.9,0, FB,1, 사내, PE(PRE-ERECTION),20240205,,,,, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2614, S60GS,29,6.3,3.9,0, 3P,1, 사내, PE(PRE-ERECTION),20240207,,,,, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2614, S710P,10.6,5.4,2.7,10, VA,10, 사내, 대조립(ASSEMBLY),20240216,,,,, 내업의장,20240221, UA, 전략생산팀(의장그룹)의장3과,,
 SN2614, S710S,10.6,5.4,2.7,10, OD,36, 사내, 대조립(ASSEMBLY),20240216,,,,, 내업의장,20240221, UA, 전략생산팀(의장그룹)의장3과,,
 SN2614, S72GP,14.5,15.1,6.5,0, GA,2, 사내, PE(PRE-ERECTION),20240216,,,,, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2614, S72GS,14.5,15.1,6.5,0, QP,4, 사내, PE(PRE-ERECTION),20240216,,,,, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2614, T100P,16.6,18.6,3.2,56, KA,3, 사내, 도장(Paint),20240205, 도장,20240220,20240220,, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2614, T100S,16.6,18.2,3.2,64, KA,4, 사내, 도장(Paint),20240205, 도장,20240220,20240220,, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2614, W820P,20,3.5,1.3,19, PB00,2, 사내, 내업의장,20240216,,,,, 도장(Paint),20240221, H, 선행도장부선행도장2과,,
 SN2614, W820S,20,3.5,1.3,19, OC,1, 사내, 대조립(ASSEMBLY),20240207,,,,, 내업의장,20240226, UA, 전략생산팀(의장그룹)의장3과,,
 SN2615, A110C,12.2,10.2,11.5,30, 3A,3, 사내, BORING,20240223,,,,, 도장(Paint),20240227, FPS, 선행도장부선행도장3과,,
 SN2615, A210C,16,8.8,8.9,23, 3R31,1, 사내, 도장(Paint),20240227,,,,, TURN OVER,20240227,,,,
 SN2615, A310C,15.7,15.1,5.1,64, 3P,16, 사내, 도장(Paint),20240308,,,,, TURN OVER,20240304,,,,
 SN2615, A320P,16.8,15.5,5.8,53, PT2B,3, 사내, 도장(Paint),20240226,,,,, INSULATION,20240227, S1,,,
 SN2615, A320S,16.8,15.5,5.8,53, 3Q,5, 사내, 도장(Paint),20240228,,,,, TURN OVER,20240304,,,,
 SN2615, A410P,11.7,5.2,4.3,11, PT1B,5, 사내, 도장(Paint),20240229,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2615, A410S,11.7,6.3,6.6,11, 3P,17, 사내, 도장(Paint),20240228,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2615, A420P,4.7,14.4,5.1,18, 5K,14, 사내, 도장(Paint),20240227,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2615, A420S,4.7,14.4,5.1,18, OD,35, 사내, 내업의장,20240215,,,,, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2615, A430C,4.5,14.7,2.8,23, HZ05,22, 사내, 중국납품운송(IN),20240205,,,,, 올리기(BLOCK LIFT UP),20240308,,,,
 SN2615, B16GP,22.2,15,4.7,0, PT6,31, 사내, 도장(Paint),20240220,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2615, B16GS,22.2,15,4.7,0, 3K,7, 사내, 도장(Paint),20240226,,,,, 올리기(BLOCK LIFT UP),20240221,,,,
 SN2615, B19PC,14.5,33.2,4.7,0, HSGK,1, 사외, 중국납품운송(IN),20240124,,,,, 탑재(ERECTION),20240226, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2615, D15GP,21.5,11.5,5.6,0, PT2B,7, 사내, 도장(Paint),20240228,,,,, INSULATION,20240229, S1,,,
 SN2615, D15GS,21.5,11.5,5.6,0, 3P,15, 사내, 도장(Paint),20240308,,,,, INSULATION,20240311, S1,,,
 SN2615, D17GC,21.5,14.1,5.6,0, OC,4, 사내, PE(PRE-ERECTION),20240220,,,,, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2615, D35GP,13.2,21.9,11,0, FA,4, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240304, FPS, 선행도장부선행도장3과,,
 SN2615, D35GS,13.2,21.1,11,0, FB,4, 사내, PE(PRE-ERECTION),20240228,,,,, 도장(Paint),20240305, FPS, 선행도장부선행도장3과,,
 SN2615, D36GP,12.7,21.9,6.9,0, FA,10, 사내, PE(PRE-ERECTION),20240229,,,,, 도장(Paint),20240304, H, 선행도장부선행도장2과,,
 SN2615, D36GS,12.7,21.1,6.9,0, FA,9, 사내, PE(PRE-ERECTION),20240229,,,,, 도장(Paint),20240305, 3K, 선행도장부선행도장1과,,
 SN2615, E11GC,14.2,39.1,5.1,0, OB,14, 사내, UNIT 의장,20240308, 도장,20240125,20240125,, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2615, E12GC,15,27.4,5.9,0, OB,11, 사내, UNIT 의장,20240308, 도장,20240125,20240125,, 올리기(BLOCK LIFT UP),20240311,,,,
 SN2615, E13GC,33.8,43.1,12.5,0, HNB,13, 사내, PE(PRE-ERECTION),20240313,,,,, 올리기(BLOCK LIFT UP),20240313,,,,
 SN2615, E31PP,28.7,16.8,4.7,0, 3H,5, 사내, 도장(Paint),20240223,,,,, TURN OVER,20240226,,,,
 SN2615, E31PS,28.7,16.8,4.7,0, DK1,1, 사외, 도장(Paint),20240202,,,,, TURN OVER,20240222,,,,
 SN2615, E330P,10.2,14.1,6,10, HNRD01,11, 사내, TURN OVER,20240220, 도장,20240130,20240130,, PE(PRE-ERECTION),20240216, HN, 신한내건조부건조1과,,
 SN2615, E330S,10.2,14.9,6,13, HNE,16, 사내, TURN OVER,20240220, 도장,20240201,20240201,, PE(PRE-ERECTION),20240216, HN, 신한내건조부건조1과,,
 SN2615, E340C,14.6,15.6,5.3,33, HNC,6, 사내, INSULATION,20240202, 도장,20240130,20240130,, TURN OVER,20240221,,,,
 SN2615, E350C,9.6,10.4,5.2,20, HZ02,13, 사내, 도장(Paint),20240207, 도장,20240214,20240214,, TURN OVER,20240223,,,,
 SN2615, E360C,2,9.1,2.8,8, 3I,22, 사내, 도장(Paint),20240130, 도장,20240131,20240131,, TURN OVER,20240222,,,,
 SN2615, E370P,12,12,4,6, VB,3, 사내, 도장(Paint),20240125, 도장,20240126,20240126,, TURN OVER,20240226,,,,
 SN2615, E41PP,28.7,17.1,5.3,0, HNB,12, 사내, PE(PRE-ERECTION),20240229,,,,, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2615, E41PS,28.7,17.1,5.3,0, HNB,11, 사내, PE(PRE-ERECTION),20240304,,,,, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2615, E430P,10.7,12.8,6.1,25, GA,8, 사내, 도장(Paint),20240216, 도장,20240219,20240219,, TURN OVER,20240222,,,,
 SN2615, E430S,10.3,7.5,6.1,12, 3L,5, 사내, 도장(Paint),20240227,,,,, TURN OVER,20240228,,,,
 SN2615, E440P,15.7,18.3,7.5,27, GA,10, 사내, 선행의장(OUTFITTING),20240215,,,,, 도장(Paint),20240227, H, 선행도장부선행도장2과,,
 SN2615, E460C,10.7,9,5.4,18, 3I,20, 사내, 도장(Paint),20240214, 도장,20240215,20240215,, TURN OVER,20240304,,,,
 SN2615, E470C,10.7,17.6,4.3,52, UC,15, 사내, 선행의장(OUTFITTING),20240214,,,,, 도장(Paint),20240226, 3K, 선행도장부선행도장1과,,
 SN2615, E480C,15.8,8.8,2.7,41, HZ02,6, 사내, 중국납품운송(IN),20240201,,,,, TURN OVER,20240226,,,,
 SN2615, E510P,13.4,14.9,7.1,38, S1A,5, 사내, 선행의장(OUTFITTING),20240229,,,,, 도장(Paint),20240306, H, 선행도장부선행도장2과,,
 SN2615, E510S,13.4,12,7.1,31, S1B,4, 사내, 선행의장(OUTFITTING),20240229,,,,, 도장(Paint),20240306, 3K, 선행도장부선행도장1과,,
 SN2615, E531P,15,12.3,2.5,49, S1A,6, 사내, 내업의장,20240223,,,,, 대조립(ASSEMBLY),20240304, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, E531S,15,12.3,2.5,49, OB,9, 사내, 내업의장,20240219,,,,, 대조립(ASSEMBLY),20240304, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, E532P,15.2,6,2.8,0, NA,9, 사내, 내업의장,20240216,,,,, 대조립(ASSEMBLY),20240304, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, E532S,15.2,6,2.8,0, NA,11, 사내, 내업의장,20240215,,,,, 중조(MID ASSEMBLY),20240206, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2615, E541P,14.8,14,3,44, OB,2, 사내, 중조(MID ASSEMBLY),20240207,,,,, 내업의장,20240222, S1, 전략생산팀(의장그룹)의장3과,,
 SN2615, E541S,14.8,14,3,44, OB,10, 사내, 중조(MID ASSEMBLY),20240207,,,,, 내업의장,20240222, S1, 전략생산팀(의장그룹)의장3과,,
 SN2615, E610P,12.8,13.1,5.3,44, OC,1, 사내, 대조립(ASSEMBLY),20240214,,,,, 선행의장(OUTFITTING),20240223, S1, 전략생산팀(의장그룹)의장3과,,
 SN2615, E610S,12.8,13.1,5.3,40, UC,16, 사내, 대조립(ASSEMBLY),20240215,,,,, 선행의장(OUTFITTING),20240223, S1, 전략생산팀(의장그룹)의장3과,,
 SN2615, E620P,15,12,5.3,47, HND,8, 사내, 선행의장(OUTFITTING),20240305,,,,, TURN OVER,20240311,,,,
 SN2615, E620S,15,12,5.3,45, OB,9, 사내, 대조립(ASSEMBLY),20240207,,,,, 선행의장(OUTFITTING),20240221, S1, 전략생산팀(의장그룹)의장3과,,
 SN2615, F212P,10.8,6.9,3.9,15, NA,6, 사내, 중조(MID ASSEMBLY),20240216,,,,, 대조립(ASSEMBLY),20240226, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, F212S,10.8,6.9,3.9,15, NA,9, 사내, 중조(MID ASSEMBLY),20240215,,,,, 대조립(ASSEMBLY),20240226, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, F213P,8.3,5.9,2.9,10, VA,11, 사내, 중조(MID ASSEMBLY),20240214,,,,, 대조립(ASSEMBLY),20240226, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, F213S,8.3,5.9,2.9,10, UF,14, 사내, 중조(MID ASSEMBLY),20240208,,,,, 대조립(ASSEMBLY),20240226, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, F32BC,10,8.5,6.9,27, BA,2, 사내, 선행중조,20240131,,,,, 중조(MID ASSEMBLY),20240215, A1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2615, F52AS,6.2,5.9,2.6,8, BA,2, 사내, 선행중조,20240122,,,,, 중조(MID ASSEMBLY),20240206, A3, [가상]전략생산팀(가공그룹)조립3과,,
 SN2615, L150P,17.6,11.6,8.3,28, KA,5, 사내, INSULATION,20240222, 도장,20240219,20240219,, 올리기(BLOCK LIFT UP),20240223,,,,
 SN2615, L150S,17.6,11.6,8.3,28, 3R43,4, 사내, 도장(Paint),20240229,,,,, INSULATION,20240223, S1,,,
 SN2615, M11UC,10.5,43,33.2,0, OC,2, 사내, PE(PRE-ERECTION),20240418,,,,, 도장(Paint),20240425, OC, 전략생산팀(건조그룹)건조1과,,
 SN2615, M310P,10.2,19.6,3.1,42, OC,2, 사내, 올리기(BLOCK LIFT UP),20240215,,,,,,,,,,
 SN2615, M310S,10.2,16.4,3.1,33, OC,2, 사내, 올리기(BLOCK LIFT UP),20240216,,,,,,,,,,
 SN2615, M410P,10.1,23.1,3.5,42, OD,30, 사내, 선행의장(OUTFITTING),20240220,,,, -9일, 도장(Paint),20240214, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M410S,10.1,23.1,3.5,39, OD,25, 사내, 선행의장(OUTFITTING),20240220,,,, -9일, 도장(Paint),20240214, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M510P,10.1,15.7,3.1,34, OD,18, 사내, 선행의장(OUTFITTING),20240222,,,, -4일, 도장(Paint),20240219, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M510S,10.1,15.7,3.1,25, OD,17, 사내, 선행의장(OUTFITTING),20240222,,,, -4일, 도장(Paint),20240219, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M610P,10.1,15.7,3.1,32, OD,1, 사내, 선행의장(OUTFITTING),20240227,,,, -1일, 도장(Paint),20240222, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M610S,10.1,15.7,3.1,24, OD,2, 사내, 선행의장(OUTFITTING),20240227,,,, -1일, 도장(Paint),20240222, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M710P,10.1,17.9,3.1,34, OD,10, 사내, 선행의장(OUTFITTING),20240304,,,, 4일, 도장(Paint),20240227, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M710S,10.1,17.9,3.1,24, OD,9, 사내, 선행의장(OUTFITTING),20240304,,,, 4일, 도장(Paint),20240227, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M810P,10.2,15.8,3.2,33, OD,12, 사내, 선행의장(OUTFITTING),20240307,,,, 10일, 도장(Paint),20240304, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M810S,10.2,12.6,3.2,24, OD,11, 사내, 선행의장(OUTFITTING),20240307,,,, 10일, 도장(Paint),20240304, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M830P,10.5,16.1,3.5,38, OD,4, 사내, 선행의장(OUTFITTING),20240312,,,, 13일, 도장(Paint),20240307, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M830S,10.5,13.1,3.5,28, OD,3, 사내, 선행의장(OUTFITTING),20240312,,,, 13일, 도장(Paint),20240307, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, M920P,2.2,2.7,1.2,1, UE,17, 사내, 대조립(ASSEMBLY),20240207,,,, -1일, 선행의장(OUTFITTING),20240222, OD, 전략생산팀(전계장그룹)선실과,,
 SN2615, S082P,11,2.8,2.6,9, BC,1, 사내, 중조(MID ASSEMBLY),20240118,,,, -17일, 대조립(ASSEMBLY),20240206, C1, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, S082S,11,2.8,2.6,9, BC,1, 사내, 중조(MID ASSEMBLY),20240119,,,, -16일, 대조립(ASSEMBLY),20240207, C1, [가상]전략생산팀(가공그룹)조립2과,,
 SN2615, S14GP,9.2,21.8,3.1,0, PB05,1, 사내, PE(PRE-ERECTION),20240123, 조립,20240123,20240122, -2일, 도장(Paint),20240221, FPS, 선행도장부선행도장3과,,
 SN2615, S14GS,9.2,21.8,3.1,0, QP,4, 사내, PE(PRE-ERECTION),20240123, 조립,20240123,20240122, -2일, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2615, S150P,13,15,3.1,25, PB04,2, 사내, 내업의장,20240216,,,, -2일, 도장(Paint),20240221, H, 선행도장부선행도장2과,,
 SN2615, S150S,13,15,3.1,25, QP,4, 사내, 내업의장,20240216,,,, -2일, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2615, S160P,12.9,15,3.1,24, S2,16, 사내, 내업의장,20240219,,,, -1일, 도장(Paint),20240222, H, 선행도장부선행도장2과,,
 SN2615, S160S,12.9,15,3.1,24, 3P,2, 사내, 내업의장,20240219,,,, -2일, 도장(Paint),20240221, 3K, 선행도장부선행도장1과,,
 SN2615, S180P,16.1,11.1,4.5,15, JCH,1, 사외, 중국납품운송(IN),20240116,,,, 4일, 탑재(ERECTION),20240227, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2615, S180S,16.1,11.1,4.5,15, JCH,1, 사외, 중국납품운송(IN),20240116,,,, 4일, 탑재(ERECTION),20240227, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2615, S190P,16.8,12.6,4.8,18, JCH,1, 사외, 중국납품운송(IN),20240116,,,, 6일, 탑재(ERECTION),20240229, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2615, S190S,16.8,12.6,4.8,18, JCH,1, 사외, 중국납품운송(IN),20240116,,,, 6일, 탑재(ERECTION),20240229, 2D, 전략생산팀(건조그룹)건조1과,,
 SN2615, S421P,8.2,6.7,4.2,7, NA,4, 사내, 중조(MID ASSEMBLY),20240214,,,, -1일, 대조립(ASSEMBLY),20240222, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2615, S421S,8.2,6.7,4.2,7, UF,15, 사내, 중조(MID ASSEMBLY),20240214,,,, -1일, 대조립(ASSEMBLY),20240222, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2615, S422S,9,3.9,4.3,6, UF,15, 사내, 중조(MID ASSEMBLY),20240215,,,, -1일, 대조립(ASSEMBLY),20240222, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2615, S621P,14.6,13.7,2.7,26, PS2,17, 사내, 내업의장,20240221,,,, 13일, 대조립(ASSEMBLY),20240307, 63A, 조립부조립2과,,
 SN2615, T14GC,11.9,37.1,3,0, OB,6, 사내, INSULATION,20240223,,,, 3일, 올리기(BLOCK LIFT UP),20240226,,,,
 SN2615, T15GC,11.9,37.1,3,0, OB,6, 사내, INSULATION,20240221,,,, -1일, 올리기(BLOCK LIFT UP),20240222,,,,
 SN2616, B141P,9.2,10.2,2,13, VA,10, 사내, 중조(MID ASSEMBLY),20240208,,,, -1일, 대조립(ASSEMBLY),20240222, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, B141S,9.2,10.2,2,13, VA,5, 사내, 중조(MID ASSEMBLY),20240214,,,, 0일, 대조립(ASSEMBLY),20240223, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, B161S,12.9,10.2,2.5,23, UA,14, 사내, 내업의장,20240208,,,, -9일, 대조립(ASSEMBLY),20240214, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, D152P,8.8,7.7,3,16, OA,7, 사내, 중조(MID ASSEMBLY),20240221,,,, -1일, 내업의장,20240222, UA, 전략생산팀(의장그룹)의장3과,,
 SN2616, D153S,8.8,5.8,1.5,7, N5,1, 사내, 중조(MID ASSEMBLY),20240221,,,, -1일, 내업의장,20240222, UA, 전략생산팀(의장그룹)의장3과,,
 SN2616, D161P,8.8,3,1.8,5, VA,10, 사내, 내업의장,20240219,,,, 0일, 대조립(ASSEMBLY),20240223, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D161S,8.8,3,1.8,5, VA,10, 사내, 내업의장,20240220,,,, 3일, 대조립(ASSEMBLY),20240226, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D162P,8.8,7.7,3,16, UB,7, 사내, 내업의장,20240216,,,, 0일, 대조립(ASSEMBLY),20240223, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D162S,8.8,7.7,3,16, S1A,2, 사내, 내업의장,20240219,,,, 3일, 대조립(ASSEMBLY),20240226, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D164P,5.8,11.5,2,12, S2,5, 사내, 내업의장,20240219,,,, 0일, 대조립(ASSEMBLY),20240223, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D164S,5.8,11.5,2,12, S2,4, 사내, 내업의장,20240220,,,, 3일, 대조립(ASSEMBLY),20240226, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D171P,8.8,6.8,1.8,13, NA,5, 사내, 내업의장,20240208,,,, -9일, 대조립(ASSEMBLY),20240214, A2, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D171S,8.8,7.3,1.8,13, VB,1, 사내, 내업의장,20240208,,,,, 대조립(ASSEMBLY),20240214, A2, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D172C,5.8,14,2,15, UA,12, 사내, 내업의장,20240214,,,,, 대조립(ASSEMBLY),20240214, A2, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D351P,14.3,5.5,2,10, UC,6, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240220, N3, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, D351S,15.1,5.5,4.6,9, UB,2, 사내, 내업의장,20240221,,,,, 대조립(ASSEMBLY),20240220, N3, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, E11GC,14.2,39.1,5.1,0, JA,2, 사내, PE(PRE-ERECTION),20240305,,,,, 도장(Paint),20240308, 3K, 선행도장부선행도장1과,,
 SN2616, E12GC,15,27.4,5.9,0, JC,4, 사내, PE(PRE-ERECTION),20240304,,,,, 도장(Paint),20240308, 3K, 선행도장부선행도장1과,,
 SN2616, E130C,12,15.5,4.7,3, 3B,8, 사내, 선행의장(OUTFITTING),20240206,,,,, 도장(Paint),20240222, 3K, 선행도장부선행도장1과,,
 SN2616, E140C,11.9,9,4.7,4, OD,34, 사내, 선행의장(OUTFITTING),20240312,,,,, 도장(Paint),20240315, 3K, 선행도장부선행도장1과,,
 SN2616, E310P,14.2,16.8,4.9,42, RD40,19, 사내, 선행의장(OUTFITTING),20240227,,,,, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2616, E310S,14.2,16.8,4.9,43, UA,4, 사내, 선행의장(OUTFITTING),20240227,,,,, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2616, E320P,14.7,13.7,3.9,29, S1A,7, 사내, 선행의장(OUTFITTING),20240227,,,,, 올리기(BLOCK LIFT UP),20240229,,,,
 SN2616, E320S,14.7,13.7,3.9,28, OA,5, 사내, 선행의장(OUTFITTING),20240229,,,,, 올리기(BLOCK LIFT UP),20240304,,,,
 SN2616, E331P,11.1,12,5.8,14, VA,9, 사내, 중조(MID ASSEMBLY),20240208,,,,, 대조립(ASSEMBLY),20240215, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, E331S,11,12,5.8,14, VB,1, 사내, 중조(MID ASSEMBLY),20240208,,,,, 대조립(ASSEMBLY),20240216, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, E332S,8.4,4.2,2.6,5, UE,14, 사내, 내업의장,20240206,,,,, 대조립(ASSEMBLY),20240216, C2, [가상]전략생산팀(가공그룹)조립2과,,
 SN2616, E35AP,3.9,5.4,3.3,6, UF,14, 사내, 내업의장,20240215,,,,, 중조(MID ASSEMBLY),20240207, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, E35AS,3.9,5.4,3.3,6, VB,16, 사내, 내업의장,20240215,,,,, 중조(MID ASSEMBLY),20240207, N4, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, H140P,9.3,5.2,3.5,11, VA,11, 사내, TURN OVER,20240216,,,,,,,,,,
 SN2616, H140S,9.3,5.2,3.5,11, UA,11, 사내,,,,,,,,,,,,
 SN2616, H151P,13.1,4.2,4.7,15, UF,17, 사내, 중조(MID ASSEMBLY),20240208,,,,, 대조립(ASSEMBLY),20240216, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2616, H151S,13.1,4.2,4.7,15, UF,18, 사내, 중조(MID ASSEMBLY),20240208,,,,, 대조립(ASSEMBLY),20240216, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2616, H161P,13,5,4.2,13, UE,6, 사내, 중조(MID ASSEMBLY),20240215,,,, -8일, 대조립(ASSEMBLY),20240215, N3, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, H161S,13,5,4.2,13, UE,6, 사내, 중조(MID ASSEMBLY),20240216,,,, -4일, 대조립(ASSEMBLY),20240219, N3, [가상]전략생산팀(가공그룹)조립1과,,
 SN2616, H171P,9.4,7.4,4.3,19, UF,6, 사내, 중조(MID ASSEMBLY),20240215,,,, 3일, 대조립(ASSEMBLY),20240226, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2616, H171S,9.4,7.4,4.3,19, NA,13, 사내, 중조(MID ASSEMBLY),20240208,,,, 3일, 대조립(ASSEMBLY),20240226, N1, [가상]전략생산팀(가공그룹)조립3과,,
 SN2616, K141C,9.2,13.2,2,20, S2,12, 사내, 내업의장,20240222,,,, 4일, 대조립(ASSEMBLY),20240227, R2, [가상]전략생산팀(가공그룹)조립2과,,
